Name,Team,Position,Minutes Played,Goals,Assists,Shots,Shots On Target,Fouls Won,MAX
Victor Saade,Navy,Defender,1016,0,3,11,6,12,75
Malick Daouda,Penn St.,Midfielder,1217,2,0,11,5,11,75
Wes Bottenburg,Tulsa,Defender,1169,2,0,10,6,9,75
Clarence Awoudor,UCF,Forward,1140,3,6,30,9,17,75
Maximus Rigby,Saint Francis,Midfielder,1126,0,2,19,4,9,75
James Barrett,Col. of Charleston,Midfielder,1005,0,0,1,0,14,75
Luke Schierenbeck,Quinnipiac,Defender,1031,3,1,14,5,10,75
Seth Anderson,Saint Louis,Forward,1266,1,9,23,6,27,75
Aidan Morrison,Liberty,Midfielder,1035,2,3,14,6,12,75
Roni Sylejmani,Western Mich.,Forward,978,4,2,23,14,21,75
Augustine Boadi,St. John's (NY),Defender,920,1,3,11,4,17,75
Morgan Marshall,Penn St.,Defender,1143,0,2,4,2,10,75
Mario Navarro Perez,Siena,Forward,1241,6,0,34,17,17,75
Damon Rouse,Grand Canyon,Midfielder,1204,0,1,7,3,15,75
Santiago Hopkins,California,Defender,980,0,2,2,0,14,75
Eli Dulle,Xavier,Midfielder,1230,0,0,8,2,7,75
Jonathan Seidman,Yale,Midfielder,1169,0,3,5,3,18,75
Evan Southern,James Madison,Forward,1261,2,8,40,21,10,75
Thiago Apolinaro,Marshall,Midfielder,994,0,0,5,2,17,75
Victor Akoum,Virginia,Defender,955,1,0,6,1,18,75
Aj Chastonay,Belmont,Midfielder,1125,5,2,28,14,12,75
Xavier Gagnon,Western Ill.,Forward,1412,5,4,32,15,21,75
Mario Ganser,Mercyhurst,Defender,940,1,2,5,2,14,75
Joel Aschenbroich,Saint Francis,Defender,1235,0,1,0,0,8,75
Gavin English,Southern Ind.,Defender,1256,0,0,3,2,14,75
Haruki Utsumi,UC Santa Barbara,Defender,967,2,2,8,3,5,75
Samuel Atiye,UC Irvine,Midfielder,1078,2,3,24,7,24,75
Noah Higbie,Air Force,Defender,1434,0,0,5,3,12,75
Ryan Thomas,DePaul,Defender,1146,0,1,3,2,20,75
Donovan Sessoms,Sacramento St.,Forward,1190,10,0,48,24,26,75
Kevin Andrews,Wisconsin,Forward,1181,1,0,23,4,39,75
David Krumov,Bucknell,Midfielder,1186,1,4,15,6,2,75
Noah Holmstrom,Ga. Southern,Midfielder,1098,0,1,3,1,8,75
Keegan Walker,Rhode Island,Midfielder,1121,2,2,28,14,22,75
Matthew Skinner,Jacksonville,Defender,1016,1,0,6,3,4,75
Tim Koczulap,Robert Morris,Defender,1008,2,5,5,4,4,75
Aleksandar Vukovic,Marshall,Defender,865,1,2,9,4,23,75
Aj Pama,Ga. Southern,Defender,1049,0,1,2,1,25,75
Timothy Ospina,UIW,Midfielder,1099,2,2,15,7,23,75
Cesar Elizalde,UIW,Midfielder,1093,1,1,22,8,22,75
Raul Medina,Milwaukee,Defender,857,1,7,16,7,16,75
Rommee Jaridly,San Diego St.,Forward,1423,0,4,23,5,16,75
Cole Hellert,Siena,Midfielder,1013,4,2,27,15,10,74
Stan Klaver,IU Indy,Defender,969,0,3,4,1,27,74
Greyson Mitchell,Brown,Forward,1129,1,1,4,3,12,74
Keagan Rhodes,Santa Clara,Midfielder,1157,0,1,6,3,20,74
Jack Bonas,Penn St.,Defender,1146,0,0,2,0,8,74
Quinn Sellers,UC San Diego,Forward,1299,2,2,14,4,25,74
Nicolas Villalobos,FIU,Midfielder,1043,3,1,13,9,20,74
Ola Maeland,Rutgers,Forward,1280,3,2,24,13,22,74
Noah Roka,Oakland,Defender,1015,0,0,7,4,4,74
Truls Braendvang,Saint Joseph's,Midfielder,1431,0,2,9,3,7,74
Kuba Cihak,Howard,Defender,1374,0,1,5,2,10,74
Luka Vasic,NIU,Defender,1347,1,0,6,3,9,74
Caio Cavaletti,Marist,Midfielder,1044,2,2,27,8,51,74
Brady Elliott,UC Riverside,Defender,1026,0,0,2,1,8,74
Carmine Falco,Columbia,Defender,1079,0,0,7,1,14,74
Michael Eberle,Old Dominion,Forward,1175,3,4,27,12,22,74
Jonathan Klein,Holy Cross,Midfielder,1154,2,3,18,6,9,74
Dino Feratovic,Iona,Defender,963,2,1,6,4,5,74
Bali Esquivel,IU Indy,Midfielder,1168,1,1,10,3,20,74
Trenton Blake,Dartmouth,Forward,1172,6,4,48,19,16,74
Grant Paskus,NIU,Midfielder,1184,1,3,10,4,58,74
Carlo Romei,Merrimack,Defender,1205,2,0,3,3,11,74
Tom Schellbach,Saint Francis,Defender,1170,1,1,5,2,11,74
Leo Vilchis,FIU,Defender,1029,1,1,3,1,5,74
Ben Baldwin,Col. of Charleston,Defender,1045,0,1,5,1,6,74
Bautista Rossi,Iona,Forward,1017,8,2,43,24,34,74
Andres Mata,Stetson,Midfielder,1042,5,1,25,10,19,74
Gijs Velings,IU Indy,Midfielder,1202,1,1,8,2,9,74
Kevin Torres,Boston U.,Midfielder,1175,0,0,4,1,5,74
Benian Yao,UNC Asheville,Defender,1032,2,0,9,6,7,74
Matteo Correia,Cleveland St.,Forward,1016,9,3,17,10,17,74
Tommaso Ogliari,Merrimack,Defender,1220,0,1,5,4,8,74
Sam Bjork,Seton Hall,Defender,888,2,2,11,3,4,74
Ron Pressler,Houston Christian,Defender,950,1,0,7,2,7,74
Rui Aoki,UMass Lowell,Defender,974,0,1,3,2,7,74
Gerardo Castillo,VCU,Defender,939,2,0,11,4,10,74
Victor Koah,Robert Morris,Defender,1009,0,0,7,3,8,74
Trevor Harrison,Stony Brook,Midfielder,1049,6,1,34,19,15,74
Lukas Egarter,Temple,Midfielder,1138,1,2,4,2,23,74
Luke Pompliano,Fordham,Forward,986,3,4,19,8,14,74
Carlos Nevarez,UIC,Midfielder,1124,1,0,11,1,8,74
Luis Borrero,California Baptist,Midfielder,1113,2,2,20,7,20,74
Alan Melendez,UAB,Midfielder,1178,1,0,4,1,30,74
Shakir Nixon,UCLA,Defender,916,1,3,3,2,16,74
Olivier Correa,Jacksonville,Midfielder,1018,3,0,28,16,30,74
Julien Seher,Ga. Southern,Defender,1040,0,2,3,0,4,74
Quanah Brayboy,Yale,Midfielder,1064,3,3,15,8,28,74
Joost De Schutter,Butler,Midfielder,1100,0,5,20,6,27,74
Ellis Spikner,Oregon St.,Forward,1060,3,7,40,10,18,74
Matthew Wrobel,Saint Louis,Forward,1216,5,2,31,17,15,74
Jordan Clagette,DePaul,Midfielder,1057,0,1,1,0,19,74
Caleb Mundell,Northern Ky.,Defender,1061,1,0,3,2,6,74
Tommy Lamb,Oral Roberts,Midfielder,997,0,0,3,0,8,74
Audun Engen Vik,Evansville,Defender,940,1,2,9,5,14,74
Chris Album,Green Bay,Forward,1126,7,0,43,21,17,74
Stefano D'Agostini,Brown,Defender,1023,1,0,2,1,6,74
Max Carvalho,UC San Diego,Forward,1327,5,3,37,19,27,74
Mason Dougherty,San Francisco,Midfielder,1026,0,1,10,3,16,74
Kalle Rahbeck,Wofford,Midfielder,1081,1,0,21,5,14,74
Beckett Wenger,Lehigh,Midfielder,1154,2,3,17,10,14,74
Owen Burke,Stonehill,Midfielder,1181,3,4,21,7,3,74
Gustaf Rosengren,Quinnipiac,Defender,1036,0,2,6,1,4,74
Owen Ennis,Army West Point,Defender,1040,0,1,6,0,7,74
Noah Levy,Lehigh,Midfielder,1203,0,0,1,0,12,74
Landon Hungerford,Niagara,Midfielder,1394,0,0,5,4,5,74
Andreas Evangelou,Charlotte,Defender,874,0,2,6,1,8,74
Garland Hall,Southern Ind.,Midfielder,1525,0,2,10,2,13,74
Ryan Mundy,Lehigh,Forward,1472,0,1,1,0,11,74
Anthony Vargas,Longwood,Defender,1541,1,1,4,1,14,73
Guershom Sylvain,Detroit Mercy,Forward,1059,6,1,40,22,26,73
David Raphael,San Francisco,Forward,1114,4,2,24,14,22,73
Robert Kaemmerer,CSUN,Midfielder,1115,0,0,2,1,11,73
Isnaba Namusse,Rhode Island,Defender,954,0,1,2,0,13,73
Peleg Armendariz,UIW,Midfielder,1038,4,1,24,19,10,73
Michael Hong,Loyola Chicago,Defender,999,0,0,8,2,20,73
Dean Boltz,Wisconsin,Forward,1115,10,4,46,24,20,73
Timofey Dovgalyuk,VMI,Midfielder,1153,0,1,15,3,7,73
Cole Duschang,Lafayette,Defender,960,2,0,7,5,4,73
Harrison Myring,South Carolina,Forward,979,11,2,34,18,13,73
Kaden Standish,UC Santa Barbara,Midfielder,869,3,5,19,9,30,73
Connor Lawlor,Northeastern,Midfielder,1027,2,1,4,3,9,73
Noah Glorioso,Wisconsin,Midfielder,1012,1,2,8,4,17,73
Richard Thompson,South Fla.,Defender,969,0,0,4,1,13,73
Kai Merrill,UNLV,Midfielder,1070,2,2,11,4,15,73
Asher Johnson,Mercyhurst,Midfielder,979,0,1,1,0,9,73
Arev Vera,UTRGV,Defender,976,0,0,1,0,8,73
Kaya Ignacio,High Point,Forward,967,1,1,13,5,22,73
Daniel Idiakhoa,LMU (CA),Midfielder,1072,2,2,20,6,33,73
Alex Miller,Quinnipiac,Midfielder,984,0,6,17,5,34,73
Kevin Kelly,NIU,Forward,1199,3,2,24,11,15,73
Carter Cormier,Western Mich.,Defender,868,0,3,1,0,16,73
Jonas Bickus,Stony Brook,Forward,1104,4,3,30,16,17,73
Justin Milovanov,Marquette,Midfielder,1042,3,0,25,15,14,73
Jason Zacarias,Boston U.,Midfielder,1117,1,1,10,4,9,73
Kelly Cooper,Army West Point,Defender,1020,0,0,4,1,1,73
Nicholas Roe,Loyola Chicago,Defender,1017,0,0,5,1,15,73
Joey Zalinsky,Rutgers,Defender,967,1,2,5,2,19,73
Denis Krioutchenkov,Davidson,Forward,1126,5,7,61,16,32,73
Alfred Baafi,High Point,Forward,987,4,3,30,9,13,73
Logan Finnegan,DePaul,Forward,933,7,1,26,11,23,73
Nevin Baer,La Salle,Defender,849,3,1,18,11,17,73
Brady Mcnulty,Le Moyne,Defender,1004,3,0,9,5,8,73
Frankie De Francesco,High Point,Forward,969,5,3,32,14,21,73
Marco Valencia,Purdue Fort Wayne,Forward,1147,1,2,30,11,35,73
Malcolm Zalayet,California,Forward,1007,4,4,22,10,13,73
Keegan Dawson,St. Bonaventure,Midfielder,1121,1,2,10,4,12,73
Matthew Goncalves,New Hampshire,Forward,1107,8,2,38,21,25,73
Zachary Sardi-Santos,Harvard,Defender,910,0,4,7,5,11,73
Kisa Kiingi,Cornell,Defender,913,0,0,5,0,12,73
Dominik Kolbl,Cornell,Midfielder,934,0,1,5,2,12,73
Tomas Morales,Mercer,Midfielder,977,1,1,10,4,14,73
Rodrigo De Castro,Rhode Island,Defender,870,0,0,1,0,36,73
Sander Roed,Louisville,Midfielder,909,3,2,25,9,20,73
Kolton Prater,Green Bay,Midfielder,958,2,3,13,5,33,73
Tyler Morck,St. John's (NY),Midfielder,969,4,2,15,7,8,73
Zakaria Amro,Wright St.,Defender,1212,0,1,2,1,5,73
Bryan Toro,Boston College,Defender,885,1,0,15,4,5,73
Charlie Harper,Saint Peter's,Defender,1172,0,0,7,3,10,73
Virgil Dall'Agnol,Seton Hall,Midfielder,1019,0,1,7,5,12,73
Alejandro Perez,Siena,Midfielder,1030,0,0,9,6,8,73
Adria!N Esteban,Missouri St.,Midfielder,902,0,4,16,5,9,73
Mads Stistrup Petersen,Brown,Midfielder,927,4,5,24,13,17,73
Luca Bernoth,Fordham,Midfielder,979,0,1,2,0,15,73
Alex Nicastro,Bradley,Midfielder,1087,0,0,8,3,11,73
Victor Stromsten,Elon,Forward,926,4,6,16,10,24,73
Woongchan Oh,VMI,Midfielder,1108,2,1,28,11,21,73
Reef Mcgee,Army West Point,Midfielder,1131,0,0,10,3,20,73
Terence O'Neil,Stonehill,Midfielder,1166,0,0,0,0,5,73
Jakob Friedman,Monmouth,Forward,1185,0,7,20,7,14,73
Sam Delgado,William & Mary,Forward,1073,5,2,31,11,10,73
Emory Crichlow,Winthrop,Defender,1411,0,0,8,1,20,73
Nate Monteiro,Stonehill,Forward,1038,3,0,21,10,18,73
Myles Sophanavong,Green Bay,Midfielder,1005,2,6,15,7,13,73
Philip Naef,UCLA,Defender,744,1,10,14,6,7,73
William Turner,George Washington,Midfielder,1310,3,3,21,12,19,73
Abe Arellano,Purdue Fort Wayne,Midfielder,995,3,2,20,12,16,73
Myles Edmondson,UNC Asheville,Defender,987,1,2,7,4,9,73
Giuseppe Croce,Stetson,Defender,1027,0,1,4,0,8,73
Blake Pipkin,Colgate,Forward,1343,6,3,23,12,19,73
John Bence,St. Thomas (MN),Midfielder,1291,1,1,8,4,7,73
Fynn Allmon,Saint Mary's (CA),Forward,1285,0,0,7,1,7,73
Terry Makedika,New Hampshire,Midfielder,950,2,1,15,5,17,73
Teague Mccammon,Yale,Midfielder,1080,0,0,12,5,27,73
Kyle Ward,Eastern Ill.,Defender,1350,1,1,15,3,9,73
Sodai Koketsu,Winthrop,Defender,1416,1,0,13,4,22,73
Trevor Dillon,San Diego,Defender,855,0,2,4,2,9,73
Noah Hiort-Wright,William & Mary,Defender,1042,0,0,1,0,5,73
Noah Kvifte,Fla. Atlantic,Forward,973,8,2,30,20,18,72
Ian Silva,Gonzaga,Unknown,1573,2,2,18,4,46,72
Mohammed Sumaila,UNC Greensboro,Defender,840,0,1,5,0,7,72
Seth Hammond,UNC Asheville,Unknown,1025,4,2,36,9,15,72
Leon Olacio,Coastal Carolina,Midfielder,1261,0,0,4,0,9,72
Tom Dahlin,NIU,Defender,1232,0,1,7,4,15,72
Ioannis Vassiliou,Vermont,Defender,852,0,0,2,0,7,72
Scott Testori,UConn,Forward,1127,4,4,32,14,23,72
Joep De Bruin,Radford,Defender,1218,2,1,15,8,20,72
Hasan Alsakati,Sacramento St.,Midfielder,1005,2,1,20,10,16,72
Nemo Philipp,UC Santa Barbara,Defender,679,2,4,20,9,17,72
Giovanni Massacesi,NJIT,Midfielder,961,0,4,12,2,35,72
Daire Mccarthy,Charlotte,Midfielder,939,1,0,7,3,9,72
Ben Ortiz,Utah Valley,Forward,1133,0,1,8,3,40,72
Nico Medina,George Washington,Midfielder,1265,0,1,10,1,17,72
Xavier O'Neil,Boston College,Midfielder,980,1,2,25,13,12,72
Justin Kopay,St. John's (NY),Midfielder,975,0,1,2,0,8,72
Kris Naicker,Fairfield,Defender,1094,1,0,9,6,6,72
Malachi Grant,Furman,Midfielder,994,0,1,11,7,10,72
Kevin Kelly,Princeton,Forward,1011,3,1,19,7,24,72
Cesar Batres,Saint Mary's (CA),Midfielder,1085,2,1,10,2,12,72
Harvey Sarajian,Ga. Southern,Forward,954,4,6,15,9,24,72
Carl Valgma,Monmouth,Midfielder,991,0,1,10,5,5,72
Zach Townsend,Oakland,Forward,1168,2,0,4,2,17,72
Alex Bazia,Gonzaga,Forward,1146,3,2,20,9,24,72
Marcell Papp,Vermont,Forward,918,5,1,27,16,19,72
Kasper Davidsson,Jacksonville,Midfielder,1039,0,1,6,2,9,72
Fabian Wagner,Saint Francis,Forward,970,7,4,32,16,6,72
Jesper Mikkelsen,LIU,Forward,1147,4,1,20,10,6,72
Thengill Orrason,Hofstra,Defender,884,1,2,8,6,5,72
Colin Pearce,Michigan St.,Midfielder,1031,0,1,14,3,21,72
Felix Ewald,West Virginia,Midfielder,895,2,3,19,8,9,72
Jonas Sundli-Hardig,Presbyterian,Midfielder,1014,0,8,9,3,11,72
Nate Stewart,Navy,Midfielder,1129,1,0,8,3,10,72
Asher Barnes,Western Mich.,Forward,916,0,4,6,2,15,72
Andrey Salmeron,VCU,Midfielder,960,3,1,38,15,28,72
Pol Mesalles,Quinnipiac,Defender,981,0,0,2,1,15,72
Tj Hastings,Delaware,Defender,1005,0,0,6,2,9,72
Jose De La Torre,Cal St. Fullerton,Midfielder,899,4,2,30,13,9,72
Mikkel Goeling,UC Santa Barbara,Midfielder,959,0,2,19,4,11,72
Drew Lovelace,NC State,Forward,949,2,2,21,5,16,72
Marcus Lee,UC Irvine,Forward,1173,2,0,19,7,33,72
Peter Gansallo,Howard,Midfielder,1182,3,1,20,11,4,72
Ethan Giwa-Mcneil,Houston Christian,Forward,1144,7,4,41,15,24,72
Roman Stallings,Howard,Midfielder,1210,0,2,6,2,14,72
Sebastiano Musu,Manhattan,Forward,1164,6,6,41,12,18,72
Mauro Fernandez,UMass Lowell,Midfielder,980,0,0,1,0,11,72
Rio Pemberton,Houston Christian,Midfielder,992,1,2,18,8,9,72
Lorenzo Amaral,Brown,Forward,1006,8,6,39,20,34,72
John Mbuthia,Robert Morris,Forward,997,5,1,31,11,3,72
Jago Thompson-Roberts,IU Indy,Defender,982,0,1,5,1,4,72
Francesco Pettinaroli,Bradley,Midfielder,965,2,3,13,6,26,72
Keegan Kelly,Denver,Forward,851,4,3,19,10,19,72
Jack Klomparens,Oakland,Midfielder,960,3,2,35,17,16,72
Fabian Alvarez,Creighton,Defender,903,1,0,6,2,14,72
"Jr.,Deryk Jones",CSUN,Defender,817,4,3,16,8,16,72
Uleto Fuentes,Wright St.,Midfielder,951,0,1,8,3,26,72
Leon Steffen,La Salle,Defender,932,1,0,4,2,3,72
Cameron Stuart,Le Moyne,Forward,1014,0,4,3,2,29,72
Cade Mcgrath,Bucknell,Defender,882,1,1,5,3,6,72
Bertil Alban,Kentucky,Midfielder,931,0,3,11,5,12,72
Celestin Blondel,High Point,Forward,924,2,2,15,9,20,72
David Wrona,Ohio St.,Forward,740,5,4,24,14,21,72
Alex Ferenac,FDU,Forward,1065,0,2,15,5,16,72
Jack Beerling,Colgate,Midfielder,1047,3,0,8,4,13,72
Keegan Yorke,Lipscomb,Defender,1033,1,1,9,6,12,72
Josemir Gomez,Butler,Forward,1019,8,2,38,17,30,72
Charlie Kosakoff,Washington,Forward,1199,5,4,36,19,16,72
Adrian Schulze Solano,Vermont,Midfielder,865,0,0,6,1,22,72
Fritz Volmar,Northwestern,Defender,874,0,1,5,0,7,72
Eric Sadlocha,NJIT,Defender,932,1,0,4,2,6,72
Hector Taboada,Kansas City,Midfielder,691,9,2,33,19,13,72
Lucas White,VCU,Midfielder,1006,2,0,10,5,20,72
Victor Andersson,Monmouth,Forward,1108,3,1,17,7,8,71
Isaiahs Gutierrez,UC Irvine,Midfielder,966,1,2,13,2,11,71
Albi Ndrenika,Maryland,Midfielder,912,1,4,21,9,14,71
Ethan Ortiz,Marist,Defender,1070,0,0,3,0,10,71
Filip Kangeman,Quinnipiac,Midfielder,933,4,5,34,13,16,71
Luciano Schiaffini,Mount St. Mary's,Midfielder,1141,1,0,11,6,18,71
Terence Okoeguale,San Diego St.,Forward,1147,6,5,24,14,44,71
Ryan Gillon,Binghamton,Defender,879,0,1,4,2,4,71
Tate Mccrery,Bellarmine,Midfielder,956,2,0,8,2,10,71
Jackson Kiil,Stanford,Forward,936,4,2,25,13,35,71
Karl Quist-Therson,UMBC,Midfielder,902,1,1,6,2,24,71
Elie Bokota,Omaha,Midfielder,892,1,1,17,6,22,71
Douglas Fajardo,Northern Ky.,Midfielder,1004,0,2,13,2,20,71
Jake Williams,Holy Cross,Midfielder,1045,0,2,11,3,18,71
Federico Tellez,New Hampshire,Forward,1083,0,4,24,8,24,71
Dylan Rice,Canisius,Midfielder,1062,0,3,19,3,25,71
Kotaro Natsume,UMass Lowell,Defender,877,0,0,3,2,7,71
Jordan Canica,Villanova,Midfielder,989,4,5,29,14,11,71
Dj Koulai,Bradley,Forward,1069,3,1,27,17,40,71
William Holum,Quinnipiac,Forward,1121,3,3,15,10,14,71
Jordan Illian,Delaware,Midfielder,938,0,1,9,6,6,71
James Gardev,Bellarmine,Defender,858,0,0,2,1,17,71
Olayinka Ogunleye,Louisville,Defender,916,0,0,2,0,12,71
Eric Dlabal,FDU,Defender,827,2,4,13,7,16,71
Xavi Csato,Stetson,Forward,1058,1,4,30,12,19,71
Joe Suchecki,Northwestern,Midfielder,1003,1,2,16,2,7,71
Godwin Partey,St. John's (NY),Midfielder,941,0,1,4,3,9,71
Fumiya Shiraishi,Missouri St.,Forward,870,5,4,30,12,7,71
Emmanuel Monserrat,Utah Tech,Midfielder,1053,0,1,14,3,28,71
Kasem Minzey,Army West Point,Defender,899,0,1,4,2,17,71
Eric Danquah,St. John's (NY),Midfielder,916,1,3,24,6,15,71
Lotem Ben Dov,Campbell,Midfielder,944,1,0,19,6,7,71
Kyrese Lynch-Bailey,La Salle,Midfielder,979,0,1,19,3,17,71
Chris Elliott,Col. of Charleston,Forward,817,4,2,24,10,3,71
Arik Duncan,California,Forward,932,5,3,22,11,17,71
Jahvar Stephenson,Loyola Maryland,Defender,916,0,1,6,2,14,71
Luke Barforosh,FGCU,Defender,959,1,0,8,3,11,71
Jan Maldonado,Radford,Midfielder,1245,2,0,16,3,33,71
Ciro Bourlot Jaeggi,Queens (NC),Forward,1270,3,3,23,7,33,71
Tajio James,Central Ark.,Midfielder,799,7,4,35,18,13,71
Daniel Pereira,Bryant,Defender,767,0,0,4,1,16,71
Gunnar Busch,St. Thomas (MN),Midfielder,1183,0,0,11,5,13,71
Samuel Ovesen,Penn St.,Defender,1015,0,1,0,0,8,71
Nils Orywol,Tulsa,Defender,1010,0,1,1,0,19,71
Will Kirchhofer,Southern Ind.,Midfielder,1310,0,1,11,5,11,71
Gavin Williams,Georgia St.,Midfielder,1013,0,1,19,7,24,71
Brandon Curran,Penn,Midfielder,877,2,2,13,5,16,71
Ted Cargill,South Carolina,Midfielder,912,0,2,3,1,7,71
Henrik Olsvik,Stonehill,Defender,1167,0,0,3,2,11,71
Bennet Morrill,Merrimack,Midfielder,1193,1,2,6,2,5,71
Henry Hutchinson,Wright St.,Midfielder,923,2,5,19,10,13,71
Will Wiersdorf,Santa Clara,Midfielder,965,3,2,26,14,22,71
Daniel Govea,Pacific,Midfielder,1024,0,2,6,1,24,71
Dominic Woolley,Bradley,Midfielder,1017,0,2,12,2,13,71
Eric Onos,Kentucky,Midfielder,865,1,3,16,5,19,71
Hakon Edstrom,Evansville,Midfielder,903,0,0,4,1,16,71
Rodrigo Ferreira,Winthrop,Midfielder,1215,4,3,26,11,26,71
Enzo Panozzo,SMU,Defender,844,1,1,14,4,13,71
Mika Sebastian Kosch,UC Riverside,Defender,897,1,1,5,4,11,71
Johan Feilscher,Massachusetts,Forward,875,2,3,35,17,15,71
Bruno Penney,Stony Brook,Midfielder,967,1,0,6,1,25,71
Max Padua,DePaul,Midfielder,939,1,2,5,2,17,71
Saidou Diallo,LIU,Defender,930,0,1,3,0,12,71
Matteo Costa,UMass Lowell,Midfielder,969,0,1,6,1,9,71
Dan Karsten,Lipscomb,Forward,1085,6,1,35,13,19,71
Alvar Silva,Mercyhurst,Forward,1011,2,2,14,7,12,71
Joe Dale,Washington,Midfielder,910,2,3,17,9,17,71
Nonso Adimabua,California,Forward,940,4,2,24,14,20,71
Caleb Frakes,Northern Ky.,Defender,933,0,1,5,2,11,71
Collin Folds,Bellarmine,Midfielder,1007,0,0,2,1,5,71
Lleyton Imparato,Memphis,Midfielder,936,5,5,23,10,6,71
Eishu Nishizono,Saint Joseph's,Defender,1129,0,0,3,0,4,71
Anders Bordoy,Memphis,Midfielder,992,2,3,14,7,13,71
Jeffrey Aguilar,James Madison,Midfielder,877,3,4,18,12,6,71
Jaylen Yearwood,North Florida,Midfielder,1010,0,5,9,2,12,71
Ali Ramadan,Creighton,Midfielder,849,5,1,30,17,8,71
Brando Bedolla,Longwood,Forward,974,2,3,18,5,27,71
Tom Cohen,Binghamton,Midfielder,973,2,1,21,10,8,71
Erick Villatoro,Mount St. Mary's,Midfielder,1178,0,1,4,0,4,71
Vasilis Moiras,Dartmouth,Forward,1071,6,2,44,23,12,71
Tre Barrett,William & Mary,Forward,973,2,5,23,11,16,71
Jimiyu Mark,Belmont,Forward,1201,0,3,15,6,37,70
Andrew Durkin,Air Force,Defender,1159,0,0,12,3,3,70
Simon Klevberg,St. Thomas (MN),Defender,1183,0,0,1,1,9,70
Justin Harris,Yale,Defender,849,0,0,7,2,14,70
Noah Louzan,Davidson,Midfielder,966,2,2,14,5,14,70
Felix Buabeng,Dayton,Forward,743,4,5,36,10,5,70
Danail Sergiev,Chicago St.,Forward,1155,6,4,30,17,25,70
Antonio Costabile,Marquette,Forward,1143,0,1,22,6,16,70
Damoni Mckenna-Greenwalt,Gonzaga,Defender,879,1,3,6,3,8,70
Hugo Urdiales,Loyola Chicago,Forward,989,6,4,29,16,9,70
Joseph Stocchetti,Fairfield,Midfielder,1061,0,0,1,0,16,70
Ander Castillo,UAlbany,Forward,1034,8,3,60,27,30,70
Yusef Gueye,Lehigh,Midfielder,993,4,0,33,16,7,70
Gabe Anguil,Marquette,Midfielder,914,2,2,11,5,14,70
Lalo Serrano,Grand Canyon,Midfielder,1060,0,0,3,1,7,70
Logan Gilley,Robert Morris,Forward,886,2,6,23,9,14,70
Joe Highfield,Portland,Forward,979,7,3,31,19,19,70
Davide Materazzi,James Madison,Defender,831,2,0,3,3,2,70
Roee Tenne,George Washington,Midfielder,1167,0,1,13,2,25,70
Gabriel Christensen,Memphis,Forward,1155,2,2,25,10,14,70
Sidney Kerr,St. Thomas (MN),Midfielder,1143,1,0,4,2,9,70
Cameron Roach,Niagara,Midfielder,1194,0,0,1,1,19,70
Aaron Asamoah,Longwood,Midfielder,1084,2,2,17,9,17,70
Sam Pidgeon,Winthrop,Defender,1289,1,1,8,1,8,70
Francesco Borla,Iona,Forward,932,3,0,28,16,15,70
Sergio Martinez,NJIT,Midfielder,890,4,1,27,9,20,70
Charlie Adams,Brown,Midfielder,912,0,1,11,4,11,70
Kade Tepe,Northeastern,Midfielder,899,3,2,26,8,10,70
Paul Bogarin,Xavier,Midfielder,1037,0,0,4,1,5,70
Arion Ulaj,Marist,Midfielder,992,3,5,24,16,6,70
Oskar Grevelius,Western Ill.,Midfielder,1013,1,3,2,1,6,70
Marco Wright,Campbell,Forward,1061,1,3,22,6,10,70
Rhys Allport,Le Moyne,Forward,964,1,0,16,6,19,70
Martin Kozak,St. John's (NY),Midfielder,860,4,1,21,8,10,70
Bienvenu Djunga,Milwaukee,Forward,958,3,3,29,17,19,70
Michael Lee,Louisville,Forward,862,2,3,12,4,1,70
Adam Celik,Wofford,Defender,811,0,0,8,2,6,70
Edwin Espinal-Elvir,Wright St.,Midfielder,859,3,4,28,12,13,70
Aidan Semelsberger,Denver,Midfielder,810,0,0,2,1,11,70
Marques Nana-Sinkam,Holy Cross,Midfielder,1049,0,1,5,2,9,70
Luke Kirilenko,Rider,Midfielder,901,0,0,20,8,9,70
Grant Bailey,Loyola Chicago,Defender,900,1,0,9,2,13,70
Elias Betancourt,Temple,Midfielder,945,0,1,14,5,33,70
Joaquin Acuna,North Florida,Forward,975,10,1,46,18,10,70
Mo Tall,St. Bonaventure,Midfielder,998,1,2,17,6,16,70
Oliver Jeppe,Portland,Defender,880,0,1,1,1,5,70
Andrew Soczynski,Boston U.,Defender,886,0,2,0,0,4,70
Andre Casas,Stetson,Midfielder,973,1,1,2,1,14,70
Julian Di Lucia,Colgate,Defender,886,0,0,3,1,7,70
Rodrigo Mendes,Saint Francis,Forward,899,5,2,19,10,7,70
Joseph Dipreta,Siena,Midfielder,911,1,1,10,5,11,70
Ethan Vermillion,IU Indy,Midfielder,902,2,2,24,9,32,70
Ali Sasankhah,Sacramento St.,Midfielder,926,1,2,8,3,13,70
Justin Mclean,Georgia St.,Midfielder,910,5,1,33,11,16,70
Patrick Ward,Davidson,Defender,920,1,0,6,3,7,70
Rustin Khosravi,Harvard,Defender,876,0,1,2,0,8,70
Luc Lavielle,Campbell,Forward,1065,3,3,30,12,6,70
Jack Mcdaid,Columbia,Midfielder,1003,2,1,17,8,35,70
Pavel Dashin,SIUE,Forward,1092,4,3,26,15,20,70
Ian Abbey,Rutgers,Forward,1069,2,5,33,13,32,70
