Name,Team,Position,Goals,Assists,Shots,Shots On Target,Fouls Won,Minutes Played,MAX,MLS_Drafted
Jake Spadafora,Michigan St.,Forward,0,2,14,6,15,860,62.0,False
Matteo Costa,UMass Lowell,Midfielder,0,1,6,1,9,969,62.0,False
Nick Kirby,Sacred Heart,Defender,0,0,2,0,10,723,62.0,False
Erickson Sakalosky,Penn,Forward,0,1,22,4,13,1386,62.0,False
Roka Tsunehara,Princeton,Forward,0,3,5,2,22,1429,62.0,False
Nicholas Cassiday,Michigan,Midfielder,0,1,11,3,9,704,62.0,False
Giuliano Michitti,Le Moyne,Midfielder,2,0,10,4,4,711,62.0,False
Justin Kopay,St. John's (NY),Midfielder,0,1,2,0,8,975,62.0,False
Kasper Davidsson,Jacksonville,Midfielder,0,1,6,2,9,1039,62.0,False
Nate Stewart,Navy,Midfielder,1,0,8,3,10,1129,62.0,False
Daire Mccarthy,Charlotte,Midfielder,1,0,7,3,9,939,62.0,False
Wade Johnson,Colgate,Midfielder,1,1,7,2,2,519,62.0,False
Frank Lovett,Mercyhurst,Forward,1,0,9,5,4,539,62.0,False
Harvey Ormerod,Saint Peter's,Midfielder,1,0,14,4,25,1124,62.0,False
Eli Dulle,Xavier,Midfielder,0,0,8,2,7,1230,62.0,False
Thiago Apolinaro,Marshall,Midfielder,0,0,5,2,17,994,62.0,False
Waldemar Kattrup,Bucknell,Midfielder,2,0,12,7,3,762,62.0,False
Luciano Schiaffini,Mount St. Mary's,Midfielder,1,0,11,6,18,1141,62.0,False
Kevin Habibelahy,Radford,Midfielder,1,1,12,5,5,740,62.0,False
Eliot O'Neal,Mount St. Mary's,Midfielder,0,1,6,4,4,373,61.0,False
Massimo Caruso,Ga. Southern,Defender,1,2,3,2,5,538,61.0,False
Alejandro Perez,Siena,Midfielder,0,0,9,6,8,1030,61.0,False
Cristiano Da Silva,UMass Lowell,Midfielder,1,0,7,1,24,553,61.0,False
Kyle Blasingame,Bowling Green,Midfielder,0,1,3,2,15,757,61.0,False
Grant Hampton,Mercer,Midfielder,0,1,5,2,3,908,61.0,False
Yuki Sekiguchi,Tulsa,Midfielder,0,1,12,3,18,801,61.0,False
Balazs Feher,Cornell,Midfielder,1,0,7,2,2,302,61.0,False
Jace Clark,Maryland,Defender,0,0,7,3,7,677,61.0,False
Ethan Wilson,NIU,Defender,0,0,0,0,2,1007,61.0,False
Luke Benford,Oakland,Forward,0,1,6,2,11,382,61.0,False
Cristobal Molina-Campo,Jacksonville,Defender,3,0,8,4,6,552,61.0,False
Joshua Cline,Northern Ky.,Defender,0,0,4,0,19,643,61.0,False
Tyler Philpott,Western Ill.,Unknown,2,2,36,17,15,959,61.0,False
Will Kirchhofer,Southern Ind.,Midfielder,0,1,11,5,11,1310,61.0,False
Fefo Granados,Cleveland St.,Midfielder,0,1,1,1,6,301,61.0,False
Noah Robertson,LMU (CA),Midfielder,0,1,1,0,7,308,61.0,False
Pedro Lucas,UAlbany,Forward,1,0,10,7,11,653,61.0,False
Josh Miller,Canisius,Defender,2,1,7,5,5,472,61.0,False
Ross Appolon,Stetson,Defender,0,0,3,0,6,750,61.0,False
Diomario Adamson,Winthrop,Midfielder,2,0,17,6,4,975,61.0,False
Gavin House,UC Davis,Defender,0,0,1,1,4,681,61.0,False
Miguel Regino,Utah Tech,Defender,0,0,7,1,3,733,61.0,False
Reef Mcgee,Army West Point,Midfielder,0,0,10,3,20,1131,61.0,False
Sora Funakoshi,UCF,Midfielder,1,0,4,1,13,342,61.0,False
Tyler Murphy,Northern Ky.,Unknown,4,0,32,16,8,742,61.0,False
Matthew Andrusko,Loyola Chicago,Midfielder,1,0,10,3,9,431,61.0,False
Zach Townsend,Oakland,Forward,2,0,4,2,17,1168,61.0,False
Owen Sullivan,Penn,Defender,1,1,6,3,8,504,61.0,False
Sota Matsuo,UTRGV,Forward,1,1,9,1,11,944,61.0,False
Kevin Welch,UC Davis,Midfielder,0,1,9,4,9,703,61.0,False
Ryan Fessler,Wake Forest,Midfielder,0,1,8,1,7,679,61.0,False
Toby Goldner,Colgate,Defender,0,1,5,4,1,648,61.0,False
Steven Anderson,LMU (CA),Midfielder,0,1,10,2,13,594,61.0,False
Sawyer Crisostomo,UNLV,Defender,0,2,7,0,6,478,61.0,False
Taylor Rhinehart,Xavier,Forward,1,0,13,5,3,652,61.0,False
Adrian Schulze Solano,Vermont,Midfielder,0,0,6,1,22,865,61.0,False
Parker Sloan,Virginia,Defender,0,0,4,0,3,676,61.0,False
Jaime Ponce,Bradley,Defender,0,0,1,0,7,742,61.0,False
Colin Mccarthy,Army West Point,Midfielder,0,1,13,3,7,733,61.0,False
Karson Vazquez,Villanova,Midfielder,0,1,5,0,8,413,61.0,False
Malang Mandiang,UCF,Forward,0,1,8,2,9,435,61.0,False
Suhong Jung,Winthrop,Midfielder,2,0,9,5,11,591,61.0,False
Kayvon Gray,Manhattan,Forward,0,0,14,8,5,371,61.0,False
Kevin Payne,Niagara,Defender,1,1,7,3,8,772,61.0,False
Will Starker,Central Conn. St.,Midfielder,0,2,7,2,14,1285,61.0,False
Antonio Costabile,Marquette,Forward,0,1,22,6,16,1143,61.0,False
Thiago Patto,Oral Roberts,Midfielder,0,1,10,4,9,571,61.0,False
Jacob Harris,North Florida,Midfielder,0,1,7,3,8,454,61.0,False
Andre Isreal,Saint Francis,Midfielder,1,1,4,3,3,525,61.0,False
Jake Karolczak,SIUE,Midfielder,1,0,12,4,10,772,61.0,False
Charlie Hoelscher,St. Thomas (MN),Midfielder,2,0,7,3,9,524,61.0,False
Lucas Sperner,FGCU,Midfielder,1,1,3,2,4,499,61.0,False
Anton Bjarkason,Coastal Carolina,Defender,0,1,2,1,9,658,61.0,False
Jeremy Tsang,Vermont,Defender,0,1,15,4,9,574,61.0,False
Murat Calkap,Fordham,Midfielder,0,1,0,0,9,315,61.0,False
Marques Nana-Sinkam,Holy Cross,Midfielder,0,1,5,2,9,1049,61.0,False
James Barrett,Col. of Charleston,Midfielder,0,0,1,0,14,1005,61.0,False
Chris Verheul,Marist,Unknown,4,1,33,15,15,1236,61.0,False
Ronan Brien,Manhattan,Midfielder,1,0,9,5,1,318,61.0,False
Bilal Hersi,Massachusetts,Forward,0,1,5,1,7,342,61.0,False
Adam Boykin,Eastern Ill.,Forward,1,0,13,9,8,697,61.0,False
Mathias Love Groth,UAB,Midfielder,1,1,7,2,2,792,61.0,False
Matheus Spina,Niagara,Midfielder,1,0,17,10,15,1007,61.0,False
Weston Cantrell,Air Force,Forward,0,1,7,3,5,419,60.0,False
Marco Astorga,South Fla.,Midfielder,0,1,7,2,9,651,60.0,False
Jose Ibarra,Chicago St.,Defender,0,0,1,0,12,1019,60.0,False
Pablo Brimeux,FGCU,Forward,0,1,7,3,19,482,60.0,False
Oliver Snowdon,American,Midfielder,0,1,5,0,11,834,60.0,False
Sebastian Khoury,Eastern Ill.,Forward,1,0,13,5,5,734,60.0,False
Wesley Cribb,Kansas City,Defender,1,0,4,2,2,650,60.0,False
Javier Lopez,San Jose St.,Defender,0,0,2,1,6,673,60.0,False
Luke Halkett,USC Upstate,Midfielder,2,0,13,4,22,1339,60.0,False
Jahmir Flowers,Elon,Midfielder,1,0,8,1,9,680,60.0,False
Orrett Maine,Dartmouth,Midfielder,2,0,3,3,11,665,60.0,False
Alejo Woelper,Sacred Heart,Midfielder,1,0,6,2,9,380,60.0,False
Jack Roman,Akron,Midfielder,0,1,6,4,3,411,60.0,False
Chris Giglio,Massachusetts,Defender,0,0,1,0,9,609,60.0,False
Guy Panzner,NJIT,Defender,0,0,3,1,7,662,60.0,False
Bora Turker,Lehigh,Forward,0,1,12,8,12,607,60.0,False
Giorgos Petoussis,Wright St.,Defender,1,1,4,1,8,323,60.0,False
Camilo Estrada,Lipscomb,Midfielder,0,1,12,4,4,539,60.0,False
Dean Mercer,St. Bonaventure,Midfielder,0,1,9,7,5,504,60.0,False
Rc Schmeider,Cleveland St.,Midfielder,0,1,6,1,11,687,60.0,False
Nathan Kovalcik,Utah Valley,Defender,1,1,7,3,8,576,60.0,False
Zephyn Brockert-Kress,Chicago St.,Defender,1,1,5,2,7,865,60.0,False
Armari Fowlkes,Bradley,Midfielder,0,1,6,1,10,731,60.0,False
Luc Finelli,St. Bonaventure,Defender,1,0,5,3,4,722,60.0,False
Noah Levy,Lehigh,Midfielder,0,0,1,0,12,1203,60.0,False
Itamar Efrat,Santa Clara,Midfielder,1,0,9,6,6,1016,60.0,False
Fabian Dietrich,USC Upstate,Midfielder,0,2,9,4,19,1082,60.0,False
Giorgos Kondylis,Memphis,Midfielder,0,0,11,4,13,997,60.0,False
Gabe Carvalho,Presbyterian,Defender,0,2,1,1,3,695,60.0,False
Aaron Deppe,Creighton,Defender,0,2,2,1,3,302,60.0,False
Sawyer Trowel,Bellarmine,Midfielder,0,1,4,1,3,342,60.0,False
Alex Nicastro,Bradley,Midfielder,0,0,8,3,11,1087,60.0,False
Jackson Fyda,Saint Mary's (CA),Defender,0,0,0,0,11,754,60.0,False
Carson Pina,Campbell,Defender,1,1,7,3,6,553,60.0,False
Joshua Ceniceros,Chicago St.,Defender,0,0,0,0,5,1070,60.0,False
Bryce Lebel,Northwestern,Defender,0,0,2,0,8,622,60.0,False
Cole Knapp,Villanova,Defender,0,0,1,0,8,802,60.0,False
Breckin Minzey,Indiana,Midfielder,1,0,4,1,8,847,60.0,False
Lockie Fay,Mercyhurst,Midfielder,0,0,11,4,19,784,60.0,False
Carter Humm,George Washington,Midfielder,1,1,4,2,5,685,60.0,False
Erick Villatoro,Mount St. Mary's,Midfielder,0,1,4,0,4,1178,60.0,False
Simon Adjakple,Yale,Midfielder,1,0,10,4,13,614,60.0,False
Duncan Sullivan,Navy,Midfielder,0,1,10,4,7,732,60.0,False
Jordan Mcmillen,James Madison,Defender,2,0,13,5,4,597,60.0,False
Rinta Takagi,UNC Asheville,Midfielder,0,1,10,3,6,558,60.0,False
Shewit Worton,ETSU,Midfielder,1,0,12,3,6,843,60.0,False
James Snaith,Brown,Midfielder,1,0,10,3,9,700,60.0,False
Gabriel Chavez,Providence,Midfielder,0,0,11,4,26,550,60.0,False
Greyson Mitchell,Brown,Forward,1,1,4,3,12,1129,60.0,False
Foday Bangura,Villanova,Defender,0,0,3,0,13,754,60.0,False
Welnilton Da Silva Jr.,Coastal Carolina,Defender,0,0,2,0,9,717,60.0,False
Alex Balkey,Binghamton,Midfielder,1,0,8,1,16,692,60.0,False
Daniel Blackmore,Saint Peter's,Defender,0,0,3,1,16,772,60.0,False
Jaiden Ramsay-Kelly,Houston Christian,Defender,0,0,0,0,8,647,60.0,False
Pierce Dyal,Santa Clara,Midfielder,0,1,7,1,10,813,60.0,False
Tommy Lamb,Oral Roberts,Midfielder,0,0,3,0,8,997,60.0,False
Amin Fernouchi,Western Mich.,Defender,1,1,4,2,6,343,59.0,False
David Ambaek,Longwood,Defender,0,0,2,1,4,1063,59.0,False
Aidan Tisony,Seton Hall,Midfielder,0,1,1,1,10,413,59.0,False
Elmer Garcia,Southern Ind.,Midfielder,0,1,12,2,6,589,59.0,False
Kevin Thallinger,Tulsa,Defender,0,0,1,0,5,802,59.0,False
Luke Zielinski,Columbia,Midfielder,0,1,9,3,10,753,59.0,False
Draven Barnett,Saint Louis,Midfielder,0,1,4,1,9,661,59.0,False
George Medill,Temple,Midfielder,1,0,12,5,6,742,59.0,False
David Brown,Eastern Ill.,Defender,1,1,3,1,5,783,59.0,False
Lorenzo Avalos,Villanova,Defender,0,1,3,1,4,668,59.0,False
Sidney Kerr,St. Thomas (MN),Midfielder,1,0,4,2,9,1143,59.0,False
Adrian Jacobs,California,Midfielder,1,0,10,4,2,448,59.0,False
"Jr.,Victor Thompson",Robert Morris,Defender,1,0,2,2,2,627,59.0,False
Baronyi Kengeye,Santa Clara,Forward,0,1,8,2,8,490,59.0,False
Kenny Quist-Therson,Maryland,Midfielder,0,0,6,3,33,535,59.0,False
Landon Hungerford,Niagara,Midfielder,0,0,5,4,5,1394,59.0,False
Diego Robles,UIW,Unknown,3,2,23,14,11,833,59.0,False
Ian Smith,Saint Mary's (CA),Forward,1,0,11,5,20,1116,59.0,True
Kristjan Fortier,Syracuse,Midfielder,2,0,6,4,3,570,59.0,False
Neal Carlson,Boston U.,Defender,0,0,2,0,0,702,59.0,False
Daniel Helle,St. Bonaventure,Forward,0,1,7,5,5,468,59.0,False
Alberto Reyes,Canisius,Midfielder,0,1,4,0,9,474,59.0,False
Shammai Camara,CSU Bakersfield,Defender,0,2,4,1,2,589,59.0,False
Aiden O'Sullivan,Radford,Midfielder,0,0,17,6,20,1076,59.0,False
Spencer Powe,Detroit Mercy,Defender,0,1,4,1,8,628,59.0,False
Ethan Harris,Colgate,Midfielder,0,1,0,0,6,1007,59.0,False
Dylan Williams,Boston U.,Forward,0,1,7,2,3,427,59.0,False
Robert Kaemmerer,CSUN,Midfielder,0,0,2,1,11,1115,59.0,False
Roman Kedgley,Wright St.,Defender,0,2,8,4,6,538,59.0,False
Ben Liscum,Penn St.,Midfielder,1,0,4,1,12,981,59.0,False
Zion Wharton,Brown,Midfielder,0,1,3,2,3,346,59.0,False
Bobby Marsteller,Mount St. Mary's,Forward,1,0,10,3,13,781,59.0,False
Hakon Edstrom,Evansville,Midfielder,0,0,4,1,16,903,59.0,False
Justin Jean-Louis,Stony Brook,Midfielder,0,1,5,1,9,854,59.0,False
Giancarlo Mota,California,Midfielder,1,0,6,4,8,732,59.0,False
Kevin Torres,Boston U.,Midfielder,0,0,4,1,5,1175,59.0,False
Logan Zaa,Air Force,Forward,1,0,13,4,14,861,59.0,False
Aj Elliott,Belmont,Defender,0,1,6,1,12,473,59.0,False
Japkull Sveinsson,Saint Joseph's,Defender,0,0,2,0,5,831,59.0,False
Vitus Voitl,St. Thomas (MN),Defender,0,0,1,0,5,910,59.0,False
Angad Singh,Sacramento St.,Defender,0,1,0,0,5,610,59.0,False
Piers Ringdahl,Davidson,Forward,0,1,6,3,10,447,59.0,False
Brock Martindale,Southern Ind.,Defender,1,0,9,3,4,720,59.0,False
Gunnar Busch,St. Thomas (MN),Midfielder,0,0,11,5,13,1183,59.0,False
Kajus Kontautas,Green Bay,Forward,0,1,9,3,17,677,59.0,False
Sherwin Chen,Mount St. Mary's,Forward,0,1,14,5,7,709,59.0,False
Jordin Wilson,Elon,Forward,0,1,12,6,6,728,59.0,False
Dash Papez,Princeton,Defender,0,2,2,1,5,595,59.0,False
Yonis Kireh,Virginia Tech,Defender,2,0,5,2,6,410,59.0,False
Adrian Barosen,FIU,Defender,0,2,4,2,5,499,59.0,False
Anthony Fanelli,Mount St. Mary's,Midfielder,1,0,3,1,11,354,59.0,False
Nathan Brown,Temple,Forward,1,0,12,6,13,776,59.0,False
Jabari De Coteau,Xavier,Defender,0,0,4,2,24,577,59.0,False
Jules Anderson,San Diego St.,Midfielder,0,1,7,2,8,536,59.0,False
Nik Kizerian,Utah Valley,Defender,0,1,9,4,11,588,59.0,False
Mattia Petricca,Missouri St.,Defender,0,1,3,1,13,580,59.0,False
Brandon Calderon,Liberty,Defender,0,0,3,1,1,656,59.0,False
Diego Domenech,Gonzaga,Defender,0,0,3,1,10,666,59.0,False
Jireh Oyebamiji,Houston Christian,Forward,0,0,23,10,8,867,59.0,False
Juan Pablo Leano,Fairfield,Defender,0,0,2,1,10,756,59.0,False
Eric Stiles,Belmont,Midfielder,0,1,1,0,11,698,58.0,False
Matthew Toolan,Milwaukee,Defender,0,0,2,1,7,602,58.0,False
Michael Bolognone,Southern Ind.,Defender,0,0,0,0,6,793,58.0,False
Trevor Walk,Utah Valley,Forward,0,2,7,3,12,1002,58.0,False
Aidan Sheppela,Maryland,Forward,0,1,3,1,1,321,58.0,False
Julian Varela,Cal St. Fullerton,Forward,0,1,4,1,1,361,58.0,False
Driss Nasser,FIU,Midfielder,0,1,0,0,3,318,58.0,False
Nolan Getzinger,Eastern Ill.,Forward,0,1,3,3,0,308,58.0,False
Gael Zackrisson,Gardner-Webb,Midfielder,0,0,6,1,8,927,58.0,False
Manuel Cordeiro,Utah Valley,Midfielder,1,0,2,1,10,893,58.0,False
Elias Benitez,Bradley,Defender,0,1,0,0,15,340,58.0,False
Ryan Mrvcic,Mercyhurst,Defender,1,1,2,2,4,551,58.0,False
Rodrigo Canovas,Queens (NC),Midfielder,1,0,6,3,11,955,58.0,False
Julio Plata,South Fla.,Midfielder,1,0,7,2,11,635,58.0,False
Peter Chang,Columbia,Midfielder,0,1,3,2,1,352,58.0,False
Ayoub Lajhar,UConn,Midfielder,0,1,4,0,4,477,58.0,False
Andres Lazo,NJIT,Midfielder,0,1,1,0,8,396,58.0,False
Edgar Bazan,Temple,Midfielder,1,0,7,3,8,840,58.0,False
Jason Morrill,Rhode Island,Defender,0,0,0,0,3,660,58.0,False
Alex Solomis,San Francisco,Midfielder,0,0,12,4,12,672,58.0,False
Dylan Carlson,Rutgers,Midfielder,0,1,3,0,4,426,58.0,False
Cade Erickson,UTRGV,Midfielder,1,0,6,4,11,470,58.0,False
Bradyn Cobb,USC Upstate,Midfielder,1,0,5,2,7,352,58.0,False
Harrison Hew,FDU,Defender,1,1,2,1,6,406,58.0,False
Elias Ehlin,UAlbany,Midfielder,1,0,7,2,10,898,58.0,False
Benji Chavarria,Loyola Chicago,Forward,0,1,10,3,21,800,58.0,False
Mohamed Soumah,UAlbany,Forward,0,1,13,5,10,889,58.0,False
Tatenda Chigede,UIW,Midfielder,0,0,11,5,15,803,58.0,False
Saad Chaouki,Portland,Midfielder,1,0,4,1,6,343,58.0,False
Micaah Garnette,Portland,Forward,0,1,7,1,26,1342,58.0,False
Larsen Rogers,Tulsa,Defender,0,1,4,0,15,469,58.0,False
Andrew Rent,Boston U.,Forward,0,2,10,6,4,893,58.0,False
Jacob Adams,Saint Francis,Midfielder,1,0,7,1,8,734,58.0,False
Sidney Paris,Wake Forest,Defender,1,0,10,4,13,391,58.0,False
Jerod Allen,Utah Tech,Midfielder,0,1,3,0,6,439,58.0,False
Cade Cowan,Saint Mary's (CA),Midfielder,1,0,10,2,11,567,58.0,False
Nicolas Mancilla,Wake Forest,Defender,1,1,1,1,4,321,58.0,False
Bernardo Pacheco,Winthrop,Midfielder,0,1,11,2,6,799,58.0,False
Scott Gustafson,Brown,Midfielder,0,1,3,0,4,411,58.0,False
Matias Delellis,ETSU,Midfielder,0,1,3,0,2,355,58.0,False
Matty Lynch,Rutgers,Forward,0,0,15,9,10,538,58.0,False
Mikey Lennon,Ga. Southern,Defender,0,0,0,0,4,679,58.0,False
Silas Rustin,Detroit Mercy,Midfielder,0,0,5,1,20,986,58.0,False
Leon Olacio,Coastal Carolina,Midfielder,0,0,4,0,9,1261,58.0,False
Michael Leon,Michigan,Forward,0,1,5,0,5,395,58.0,False
Kyle Martell,Holy Cross,Midfielder,0,1,2,0,2,338,58.0,False
Sami Tsipena,San Diego,Midfielder,0,1,2,0,6,432,58.0,False
Sam Carrias,Central Conn. St.,Defender,0,0,1,0,23,924,58.0,False
Justin Knighton,California,Midfielder,1,0,9,2,9,594,58.0,False
Gyuwon Chong,Tulsa,Midfielder,1,0,12,4,8,648,58.0,False
Ivan Jolivet,UAB,Midfielder,0,0,9,6,15,973,58.0,False
Emmanuel Denis,Oral Roberts,Midfielder,0,0,10,5,8,764,57.0,False
David Medina,Manhattan,Midfielder,0,1,2,1,4,385,57.0,False
Kristian Kelley,Princeton,Midfielder,0,0,7,2,17,766,57.0,False
Aidan Semelsberger,Denver,Midfielder,0,0,2,1,11,810,57.0,False
Maguire Perkins,Omaha,Forward,0,1,9,3,11,782,57.0,False
Collin Folds,Bellarmine,Midfielder,0,0,2,1,5,1007,57.0,False
Cameron Roach,Niagara,Midfielder,0,0,1,1,19,1194,57.0,False
Ulises Esquivel,San Diego St.,Defender,0,1,2,1,10,582,57.0,False
Freddie Bell,Penn St.,Midfielder,0,0,8,1,15,886,57.0,False
Brennan Mcdermott,UAlbany,Midfielder,0,1,5,2,1,454,57.0,False
Cohen Musschoot,Bradley,Midfielder,0,1,0,0,7,824,57.0,False
Giuseppe Bagnato,Boston U.,Defender,0,0,2,1,4,609,57.0,False
Alejandro Padilla,Memphis,Defender,0,0,2,0,5,607,57.0,False
Neo Ruiz,San Jose St.,Midfielder,0,0,11,4,15,642,57.0,False
Nathan Colley,Cal Poly,Midfielder,1,0,7,2,4,668,57.0,False
Ryan Clanton-Pimentel,SMU,Midfielder,0,0,9,2,13,383,57.0,False
Jack Englebert,LMU (CA),Midfielder,0,0,11,4,5,1005,57.0,False
Shea Coughlin,Lehigh,Midfielder,0,1,4,1,3,802,57.0,False
Geremi Onentia,Gonzaga,Midfielder,1,0,4,1,10,462,57.0,False
Leonel Vergara,VCU,Defender,0,0,1,0,2,616,57.0,False
Eric Allen,Presbyterian,Defender,0,0,1,0,3,787,57.0,False
Kyle Dixon,Villanova,Midfielder,1,0,7,3,9,521,57.0,False
Felipe Arruda,Manhattan,Forward,0,1,5,2,18,520,57.0,False
Ben Ortiz,Utah Valley,Forward,0,1,8,3,40,1133,57.0,False
Keenai Braun,UC San Diego,Defender,0,0,2,1,1,649,57.0,False
Tyler Richardson,South Fla.,Midfielder,1,0,7,4,7,616,57.0,False
Nelson Gomez Rodriguez,Grand Canyon,Forward,0,1,14,4,4,780,57.0,False
Basile Marc,UNC Greensboro,Midfielder,0,1,5,2,4,552,57.0,False
Marko Martsinkovsky,UIC,Midfielder,0,1,1,0,8,793,57.0,False
Ivan Montoro,Rhode Island,Midfielder,1,0,7,3,7,755,57.0,False
Rafael Pinzon,Stetson,Midfielder,1,0,1,1,15,708,57.0,False
Kevin Villacorta,Canisius,Defender,1,0,2,2,2,709,57.0,False
Christopher Hines,Stonehill,Midfielder,1,0,4,1,13,601,57.0,False
Oskar Greven,UIC,Midfielder,0,1,3,0,4,461,57.0,False
Jack Bowden,Milwaukee,Midfielder,0,1,4,1,2,454,57.0,False
Mauro Fernandez,UMass Lowell,Midfielder,0,0,1,0,11,980,57.0,False
Felipe Mercado,Pittsburgh,Midfielder,0,0,10,1,9,632,57.0,False
Simon Knuewe,Northern Ky.,Midfielder,1,0,7,1,2,844,57.0,False
Ezra Hoffman,USC Upstate,Forward,0,1,8,2,6,570,57.0,False
Charlie Votel,Temple,Forward,1,0,12,8,11,901,57.0,False
Joey Tata,Central Conn. St.,Midfielder,2,0,3,2,10,652,57.0,False
Alessandro Negri,Charlotte,Defender,1,0,7,4,6,494,57.0,False
Kasper Piela,Bucknell,Midfielder,0,1,5,0,2,496,57.0,False
Clarence Loriot,Stetson,Midfielder,1,0,4,2,5,845,57.0,False
Nik White,Stanford,Defender,0,1,4,2,6,574,57.0,False
Martin Cadagan,Bellarmine,Defender,2,0,4,3,5,516,57.0,False
Terence O'Neil,Stonehill,Midfielder,0,0,0,0,5,1166,57.0,False
Bowen Mccloud,Tulsa,Midfielder,0,1,5,2,8,889,57.0,False
Finn Linas,Cal Poly,Forward,0,0,17,4,22,842,57.0,False
Jonah Wolf,Saint Francis,Midfielder,0,1,1,0,7,676,57.0,False
Owen Hardy,Fordham,Defender,0,0,4,0,1,658,57.0,False
Thiago Dasilva,Manhattan,Midfielder,0,0,2,1,14,962,57.0,False
Theo Drennan,VCU,Midfielder,0,0,6,2,18,857,57.0,False
Tyson Amoo-Mensah,DePaul,Midfielder,0,0,3,1,19,857,57.0,False
Kiko Hidalgo,Bucknell,Midfielder,0,1,2,1,2,391,56.0,False
Cade Bender,Queens (NC),Midfielder,0,0,2,0,19,976,56.0,False
Isiah Flores,Green Bay,Midfielder,0,1,0,0,4,387,56.0,False
Woody Brown,UC San Diego,Midfielder,1,0,3,2,8,417,56.0,False
Filipe Moreira,Gardner-Webb,Midfielder,0,0,9,2,15,476,56.0,False
Joseph Stocchetti,Fairfield,Midfielder,0,0,1,0,16,1061,56.0,False
Paul Bogarin,Xavier,Midfielder,0,0,4,1,5,1037,56.0,False
Scott Buie,UC Davis,Defender,1,0,6,4,8,533,56.0,False
Karan Mandair,Old Dominion,Midfielder,0,0,7,1,12,801,56.0,False
Will Noecker,NC State,Defender,1,0,4,2,8,584,56.0,False
Cuba Sorensen,Saint Peter's,Midfielder,1,0,9,5,6,655,56.0,False
Daniel Pacella,San Diego St.,Midfielder,1,0,8,5,8,594,56.0,False
Jaron Frye,Southern Ind.,Forward,0,1,6,2,7,508,56.0,False
Noel Hansson,Loyola Chicago,Defender,0,0,2,2,3,660,56.0,False
Alan Hermitte,Grand Canyon,Forward,0,1,10,6,1,644,56.0,False
Dylan Maxon,New Hampshire,Midfielder,0,1,2,0,8,551,56.0,False
Emilio Rossi,Iona,Midfielder,0,1,2,0,1,427,56.0,False
Mamadi Sangare,FDU,Midfielder,0,1,3,0,1,458,56.0,False
Hiroshi Yang,Sacramento St.,Midfielder,1,0,2,1,4,300,56.0,False
Jack Burkhardt,Boston College,Unknown,0,3,17,4,7,1301,56.0,False
Thomas Brooks,Niagara,Midfielder,1,0,7,1,6,995,56.0,False
Lucas Fenton,Niagara,Midfielder,1,0,7,5,10,874,56.0,False
Landon Hill,Furman,Midfielder,1,0,2,1,8,632,56.0,False
Adam Abdelaal,Merrimack,Forward,0,0,18,8,13,870,56.0,False
Griffin Feather,Lafayette,Midfielder,0,1,2,2,7,556,56.0,False
Peter Tolkin,Butler,Defender,0,1,1,0,9,312,56.0,False
Nikolas Hadjimitsis,Lafayette,Defender,0,1,2,1,5,597,56.0,False
Mikey Walenchok,Saint Francis,Forward,0,1,4,3,1,410,56.0,False
Lalo Serrano,Grand Canyon,Midfielder,0,0,3,1,7,1060,56.0,False
Jake Kellerhals,UAB,Defender,0,2,0,0,0,329,56.0,False
Thomas Sellwood,Seton Hall,Midfielder,1,0,3,1,3,332,56.0,False
Harrison Krieg,Virginia Tech,Midfielder,0,0,8,1,8,709,56.0,False
Mauricio Restrepo,Stetson,Forward,0,0,11,7,3,405,56.0,False
Mason Jimenez,Clemson,Midfielder,1,0,4,2,5,424,56.0,False
Aidan Godinho,Georgetown,Midfielder,1,0,3,3,8,394,56.0,False
Jack Fischer,Bellarmine,Midfielder,0,0,5,2,9,906,56.0,False
Sami Lachekar,UNC Greensboro,Defender,1,0,2,1,8,561,56.0,False
Rafa Romo,Columbia,Defender,1,1,3,1,3,494,56.0,False
Jaime Villanueva,LIU,Defender,0,0,1,0,2,629,56.0,False
Tommy Kniser,St. Thomas (MN),Midfielder,0,1,2,0,5,897,56.0,False
Ashur Eshw,Eastern Ill.,Forward,0,1,4,1,3,403,56.0,False
Parker Bowman,Central Conn. St.,Forward,0,1,7,1,5,525,56.0,False
Xande Santos,Grand Canyon,Midfielder,0,1,1,0,3,379,56.0,False
Abubacarr Fofana,Charlotte,Defender,2,0,6,2,3,369,56.0,False
Benni Hofmann,Loyola Chicago,Defender,0,1,2,1,7,301,56.0,False
Jake Gusler,Winthrop,Midfielder,0,0,8,4,25,671,56.0,False
Tyson Nguyen,Utah Tech,Midfielder,0,1,2,0,6,710,56.0,False
Carlos Maldonado,Pacific,Midfielder,1,0,5,3,7,639,56.0,False
Marc Boye,Boston College,Defender,0,1,5,0,2,599,56.0,False
Kieran Robson,California Baptist,Forward,0,1,11,3,8,872,56.0,False
Alex Umana,Yale,Forward,0,1,3,0,17,486,56.0,False
Luke Shreiner,Northwestern,Defender,0,2,2,0,0,396,56.0,False
Mikey Saunders,Col. of Charleston,Unknown,0,5,12,2,12,794,56.0,False
Kobe Keomany,American,Midfielder,0,0,0,0,5,1024,55.0,False
Alessandro Franciosa,Columbia,Midfielder,0,1,2,1,1,440,55.0,False
Lewis Johnson,Kentucky,Forward,0,0,8,2,3,316,55.0,False
Bryan Silva,Georgia St.,Midfielder,1,0,8,4,4,585,55.0,False
